momento,posicao
datetime,coord
T
09/21/2018 03:24,49;16;51
09/21/2018 03:25,49;16;0
09/21/2018 03:26,49;15;51
09/21/2018 03:27,49;15;0
09/21/2018 03:28,50;14;72.1248916810278
09/21/2018 03:29,50;14;0
09/21/2018 03:30,50;13;51
09/21/2018 03:31,50;13;0
09/21/2018 03:32,50;12;51
09/21/2018 03:33,50;12;0
09/21/2018 03:34,50;11;51
09/21/2018 03:35,50;11;0
09/21/2018 03:36,51;10;72.1248916810278
09/21/2018 03:37,51;10;0
09/21/2018 03:38,51;9;51
09/21/2018 03:39,51;9;0
09/21/2018 03:40,51;8;51
09/21/2018 03:41,51;8;0
09/21/2018 03:42,51;7;51
09/21/2018 03:43,51;7;0
09/21/2018 03:44,51;6;51
09/21/2018 03:45,51;6;0
09/21/2018 03:46,51;5;51
09/21/2018 03:47,51;5;0
09/21/2018 03:48,51;4;51
09/21/2018 03:49,51;4;0
09/21/2018 03:50,51;3;51
09/21/2018 03:51,51;3;0
09/21/2018 03:52,51;2;51
09/21/2018 03:53,51;2;0
09/21/2018 03:54,51;1;51
09/21/2018 03:55,51;1;0
09/21/2018 03:56,51;-1;102
09/21/2018 03:57,51;-1;0
09/21/2018 03:58,51;-2;51
09/21/2018 03:59,51;-2;0
09/21/2018 04:00,51;-3;51
09/21/2018 04:01,51;-3;0
09/21/2018 04:02,51;-4;51
09/21/2018 04:03,51;-4;0
09/21/2018 04:04,51;-5;51
09/21/2018 04:05,51;-5;0
09/21/2018 04:06,51;-6;51
09/21/2018 04:07,51;-6;0
09/21/2018 04:08,51;-7;51
09/21/2018 04:09,51;-7;0
09/21/2018 04:10,51;-8;51
09/21/2018 04:11,51;-8;0
09/21/2018 04:12,51;-9;51
09/21/2018 04:13,51;-9;0
09/21/2018 04:14,51;-10;51
09/21/2018 04:15,51;-10;0
09/21/2018 04:16,50;-11;72.1248916810278
09/21/2018 04:17,50;-11;0
09/21/2018 04:18,50;-12;51
09/21/2018 04:19,50;-12;0
09/21/2018 04:20,50;-13;51
09/21/2018 04:21,50;-13;0
09/21/2018 04:22,50;-14;51
09/21/2018 04:23,50;-14;0
09/21/2018 04:24,49;-15;72.1248916810278
09/21/2018 04:25,49;-15;0
09/21/2018 04:26,49;-16;51
09/21/2018 04:27,49;-16;0
09/21/2018 04:28,49;-17;51
09/21/2018 04:29,49;-17;0
09/21/2018 04:30,48;-18;72.1248916810278
09/21/2018 04:31,48;-18;0
09/21/2018 04:32,48;-19;51
09/21/2018 04:33,48;-19;0
09/21/2018 04:34,48;-20;51
09/21/2018 04:35,48;-20;0
09/21/2018 04:36,47;-21;72.1248916810278
09/21/2018 04:37,47;-21;0
09/21/2018 04:38,47;-22;51
09/21/2018 04:39,47;-22;0
09/21/2018 04:40,46;-23;72.1248916810278
09/21/2018 04:41,46;-23;0
09/21/2018 04:42,46;-23;0
09/21/2018 04:43,46;-24;51
09/21/2018 04:44,46;-24;0
09/21/2018 04:45,45;-25;72.1248916810278
09/21/2018 04:46,45;-25;0
09/21/2018 04:47,45;-26;51
09/21/2018 04:48,45;-26;0
09/21/2018 04:49,44;-27;72.1248916810278
09/21/2018 04:50,44;-27;0
09/21/2018 04:51,44;-27;0
09/21/2018 04:52,44;-28;51
09/21/2018 04:53,43;-28;51
09/21/2018 04:54,43;-29;51
09/21/2018 04:55,43;-29;0
09/21/2018 04:56,42;-30;72.1248916810278
09/21/2018 04:57,42;-30;0
09/21/2018 04:58,42;-30;0
09/21/2018 04:59,42;-31;51
09/21/2018 05:00,41;-31;51
09/21/2018 05:01,41;-32;51
09/21/2018 05:02,41;-32;0
09/21/2018 05:03,40;-32;51
09/21/2018 05:04,40;-33;51
09/21/2018 05:05,40;-33;0
09/21/2018 05:06,39;-34;72.1248916810278
09/21/2018 05:07,39;-34;0
09/21/2018 05:08,39;-34;0
09/21/2018 05:09,38;-35;72.1248916810278
09/21/2018 05:10,38;-35;0
09/21/2018 05:11,38;-36;51
09/21/2018 05:12,37;-36;51
09/21/2018 05:13,37;-36;0
09/21/2018 05:14,37;-37;51
09/21/2018 05:15,36;-37;51
09/21/2018 05:16,36;-37;0
09/21/2018 05:17,35;-38;72.1248916810278
09/21/2018 05:18,35;-38;0
09/21/2018 05:19,35;-38;0
09/21/2018 05:20,34;-39;72.1248916810278
09/21/2018 05:21,34;-39;0
09/21/2018 05:22,34;-39;0
09/21/2018 05:23,33;-40;72.1248916810278
09/21/2018 05:24,33;-40;0
09/21/2018 05:25,32;-40;51
09/21/2018 05:26,32;-41;51
09/21/2018 05:27,32;-41;0
09/21/2018 05:28,31;-41;51
09/21/2018 05:29,31;-42;51
09/21/2018 05:30,30;-42;51
09/21/2018 05:31,30;-42;0
09/21/2018 05:32,29;-42;51
09/21/2018 05:33,29;-43;51
09/21/2018 05:34,29;-43;0
09/21/2018 05:35,28;-43;51
09/21/2018 05:36,28;-44;51
09/21/2018 05:37,27;-44;51
09/21/2018 05:38,27;-44;0
09/21/2018 05:39,26;-44;51
09/21/2018 05:40,26;-45;51
09/21/2018 05:41,26;-45;0
09/21/2018 05:42,25;-45;51
09/21/2018 05:43,25;-45;0
09/21/2018 05:44,24;-46;72.1248916810278
09/21/2018 05:45,24;-46;0
09/21/2018 05:46,23;-46;51
09/21/2018 05:47,23;-46;0
09/21/2018 05:48,22;-47;72.1248916810278
09/21/2018 05:49,22;-47;0
09/21/2018 05:50,21;-47;51
09/21/2018 05:51,21;-47;0
09/21/2018 05:52,21;-47;0
09/21/2018 05:53,20;-48;72.1248916810278
09/21/2018 05:54,20;-48;0
09/21/2018 05:55,19;-48;51
09/21/2018 05:56,19;-48;0
09/21/2018 05:57,18;-48;51
09/21/2018 05:58,18;-49;51
09/21/2018 05:59,17;-49;51
09/21/2018 06:00,17;-49;0
09/21/2018 06:01,16;-49;51
09/21/2018 06:02,16;-49;0
09/21/2018 06:03,15;-49;51
09/21/2018 06:04,15;-49;0
09/21/2018 06:05,14;-50;72.1248916810278
09/21/2018 06:06,14;-50;0
09/21/2018 06:07,13;-50;51
09/21/2018 06:08,13;-50;0
09/21/2018 06:09,12;-50;51
09/21/2018 06:10,12;-50;0
09/21/2018 06:11,11;-50;51
09/21/2018 06:12,11;-50;0
09/21/2018 06:13,10;-51;72.1248916810278
09/21/2018 06:14,10;-51;0
09/21/2018 06:15,9;-51;51
09/21/2018 06:16,9;-51;0
09/21/2018 06:17,8;-51;51
09/21/2018 06:18,8;-51;0
09/21/2018 06:19,7;-51;51
09/21/2018 06:20,7;-51;0
09/21/2018 06:21,6;-51;51
09/21/2018 06:22,6;-51;0
09/21/2018 06:23,5;-51;51
09/21/2018 06:24,5;-51;0
09/21/2018 06:25,4;-51;51
09/21/2018 06:26,4;-51;0
09/21/2018 06:27,3;-51;51
09/21/2018 06:28,3;-51;0
09/21/2018 06:29,2;-51;51
09/21/2018 06:30,2;-51;0
09/21/2018 06:31,1;-51;51
09/21/2018 06:32,1;-51;0
09/21/2018 06:33,-1;-51;102
09/21/2018 06:34,-1;-51;0
09/21/2018 06:35,-2;-51;51
09/21/2018 06:36,-2;-51;0
09/21/2018 06:37,-3;-51;51
09/21/2018 06:38,-3;-51;0
09/21/2018 06:39,-4;-51;51
09/21/2018 06:40,-4;-51;0
09/21/2018 06:41,-5;-51;51
09/21/2018 06:42,-5;-51;0
09/21/2018 06:43,-6;-51;51
09/21/2018 06:44,-6;-51;0
09/21/2018 06:45,-7;-51;51
09/21/2018 06:46,-7;-51;0
09/21/2018 06:47,-8;-51;51
09/21/2018 06:48,-8;-51;0
09/21/2018 06:49,-9;-51;51
09/21/2018 06:50,-9;-51;0
09/21/2018 06:51,-10;-51;51
09/21/2018 06:52,-10;-51;0
09/21/2018 06:53,-11;-50;72.1248916810278
09/21/2018 06:54,-11;-50;0
09/21/2018 06:55,-12;-50;51
09/21/2018 06:56,-12;-50;0
09/21/2018 06:57,-13;-50;51
09/21/2018 06:58,-13;-50;0
09/21/2018 06:59,-14;-50;51
09/21/2018 07:00,-14;-50;0
09/21/2018 07:01,-15;-49;72.1248916810278
09/21/2018 07:02,-15;-49;0
09/21/2018 07:03,-16;-49;51
09/21/2018 07:04,-16;-49;0
09/21/2018 07:05,-17;-49;51
09/21/2018 07:06,-17;-49;0
09/21/2018 07:07,-18;-48;72.1248916810278
09/21/2018 07:08,-18;-48;0
09/21/2018 07:09,-19;-48;51
09/21/2018 07:10,-19;-48;0
09/21/2018 07:11,-20;-48;51
09/21/2018 07:12,-20;-48;0
09/21/2018 07:13,-21;-47;72.1248916810278
09/21/2018 07:14,-21;-47;0
09/21/2018 07:15,-22;-47;51
09/21/2018 07:16,-22;-47;0
09/21/2018 07:17,-23;-47;51
09/21/2018 07:18,-23;-46;51
09/21/2018 07:19,-23;-46;0
09/21/2018 07:20,-24;-46;51
09/21/2018 07:21,-24;-46;0
09/21/2018 07:22,-25;-45;72.1248916810278
09/21/2018 07:23,-25;-45;0
09/21/2018 07:24,-26;-45;51
09/21/2018 07:25,-26;-45;0
09/21/2018 07:26,-27;-44;72.1248916810278
09/21/2018 07:27,-27;-44;0
09/21/2018 07:28,-27;-44;0
09/21/2018 07:29,-28;-44;51
09/21/2018 07:30,-28;-43;51
09/21/2018 07:31,-29;-43;51
09/21/2018 07:32,-29;-43;0
09/21/2018 07:33,-30;-42;72.1248916810278
09/21/2018 07:34,-30;-42;0
09/21/2018 07:35,-30;-42;0
09/21/2018 07:36,-31;-42;51
09/21/2018 07:37,-31;-41;51
09/21/2018 07:38,-32;-41;51
09/21/2018 07:39,-32;-41;0
09/21/2018 07:40,-32;-40;51
09/21/2018 07:41,-33;-40;51
09/21/2018 07:42,-33;-40;0
09/21/2018 07:43,-34;-39;72.1248916810278
09/21/2018 07:44,-34;-39;0
09/21/2018 07:45,-34;-39;0
09/21/2018 07:46,-35;-38;72.1248916810278
09/21/2018 07:47,-35;-38;0
09/21/2018 07:48,-35;-38;0
09/21/2018 07:49,-36;-37;72.1248916810278
09/21/2018 07:50,-36;-37;0
09/21/2018 07:51,-37;-37;51
09/21/2018 07:52,-37;-36;51
09/21/2018 07:53,-37;-36;0
09/21/2018 07:54,-38;-35;72.1248916810278
09/21/2018 07:55,-38;-35;0
09/21/2018 07:56,-38;-35;0
09/21/2018 07:57,-39;-34;72.1248916810278
09/21/2018 07:58,-39;-34;0
09/21/2018 07:59,-39;-34;0
09/21/2018 08:00,-40;-33;72.1248916810278
09/21/2018 08:01,-40;-33;0
09/21/2018 08:02,-40;-32;51
09/21/2018 08:03,-41;-32;51
09/21/2018 08:04,-41;-32;0
09/21/2018 08:05,-41;-31;51
09/21/2018 08:06,-42;-31;51
09/21/2018 08:07,-42;-30;51
09/21/2018 08:08,-42;-30;0
09/21/2018 08:09,-42;-29;51
09/21/2018 08:10,-43;-29;51
09/21/2018 08:11,-43;-29;0
09/21/2018 08:12,-43;-28;51
09/21/2018 08:13,-44;-28;51
09/21/2018 08:14,-44;-27;51
09/21/2018 08:15,-44;-27;0
09/21/2018 08:16,-44;-26;51
09/21/2018 08:17,-45;-26;51
09/21/2018 08:18,-45;-26;0
09/21/2018 08:19,-45;-25;51
09/21/2018 08:20,-45;-25;0
09/21/2018 08:21,-46;-24;72.1248916810278
09/21/2018 08:22,-46;-24;0
09/21/2018 08:23,-46;-23;51
09/21/2018 08:24,-46;-23;0
09/21/2018 08:25,-47;-22;72.1248916810278
09/21/2018 08:26,-47;-22;0
09/21/2018 08:27,-47;-22;0
09/21/2018 08:28,-47;-21;51
09/21/2018 08:29,-47;-21;0
09/21/2018 08:30,-48;-20;72.1248916810278
09/21/2018 08:31,-48;-20;0
09/21/2018 08:32,-48;-19;51
09/21/2018 08:33,-48;-19;0
09/21/2018 08:34,-48;-18;51
09/21/2018 08:35,-49;-18;51
09/21/2018 08:36,-49;-17;51
09/21/2018 08:37,-49;-17;0
09/21/2018 08:38,-49;-16;51
09/21/2018 08:39,-49;-16;0
09/21/2018 08:40,-49;-15;51
09/21/2018 08:41,-49;-15;0
09/21/2018 08:42,-50;-14;72.1248916810278
09/21/2018 08:43,-50;-14;0
09/21/2018 08:44,-50;-13;51
09/21/2018 08:45,-50;-13;0
09/21/2018 08:46,-50;-12;51
09/21/2018 08:47,-50;-12;0
09/21/2018 08:48,-50;-11;51
09/21/2018 08:49,-50;-11;0
09/21/2018 08:50,-51;-10;72.1248916810278
09/21/2018 08:51,-51;-10;0
09/21/2018 08:52,-51;-9;51
09/21/2018 08:53,-51;-9;0
09/21/2018 08:54,-51;-8;51
09/21/2018 08:55,-51;-8;0
09/21/2018 08:56,-51;-7;51
09/21/2018 08:57,-51;-7;0
09/21/2018 08:58,-51;-6;51
09/21/2018 08:59,-51;-6;0
09/21/2018 09:00,-51;-5;51
09/21/2018 09:01,-51;-5;0
09/21/2018 09:02,-51;-4;51
09/21/2018 09:03,-51;-4;0
09/21/2018 09:04,-51;-3;51
09/21/2018 09:05,-51;-3;0
09/21/2018 09:06,-51;-2;51
09/21/2018 09:07,-51;-2;0
09/21/2018 09:08,-51;-1;51
09/21/2018 09:09,-51;-1;0
09/21/2018 09:10,-51;1;102
09/21/2018 09:11,-51;1;0
09/21/2018 09:12,-51;2;51
09/21/2018 09:13,-51;2;0
09/21/2018 09:14,-51;3;51
09/21/2018 09:15,-51;3;0
09/21/2018 09:16,-51;4;51
09/21/2018 09:17,-51;4;0
09/21/2018 09:18,-51;5;51
09/21/2018 09:19,-51;5;0
09/21/2018 09:20,-51;6;51
09/21/2018 09:21,-51;6;0
09/21/2018 09:22,-51;7;51
09/21/2018 09:23,-51;7;0
09/21/2018 09:24,-51;8;51
09/21/2018 09:25,-51;8;0
09/21/2018 09:26,-51;9;51
09/21/2018 09:27,-51;9;0
09/21/2018 09:28,-51;10;51
09/21/2018 09:29,-51;10;0
09/21/2018 09:30,-50;11;72.1248916810278
09/21/2018 09:31,-50;11;0
09/21/2018 09:32,-50;12;51
09/21/2018 09:33,-50;12;0
09/21/2018 09:34,-50;13;51
09/21/2018 09:35,-50;13;0
09/21/2018 09:36,-50;14;51
09/21/2018 09:37,-50;14;0
09/21/2018 09:38,-49;15;72.1248916810278
09/21/2018 09:39,-49;15;0
09/21/2018 09:40,-49;16;51
09/21/2018 09:41,-49;16;0
09/21/2018 09:42,-49;17;51
09/21/2018 09:43,-49;17;0
09/21/2018 09:44,-48;18;72.1248916810278
09/21/2018 09:45,-48;18;0
09/21/2018 09:46,-48;19;51
09/21/2018 09:47,-48;19;0
09/21/2018 09:48,-48;20;51
09/21/2018 09:49,-48;20;0
09/21/2018 09:50,-47;21;72.1248916810278
09/21/2018 09:51,-47;21;0
09/21/2018 09:52,-47;22;51
09/21/2018 09:53,-47;22;0
09/21/2018 09:54,-47;22;0
09/21/2018 09:55,-46;23;72.1248916810278
09/21/2018 09:56,-46;23;0
09/21/2018 09:57,-46;24;51
09/21/2018 09:58,-46;24;0
09/21/2018 09:59,-45;25;72.1248916810278
09/21/2018 10:00,-45;25;0
09/21/2018 10:01,-45;26;51
09/21/2018 10:02,-45;26;0
09/21/2018 10:03,-44;27;72.1248916810278
09/21/2018 10:04,-44;27;0
09/21/2018 10:05,-44;27;0
09/21/2018 10:06,-44;28;51
09/21/2018 10:07,-43;28;51
09/21/2018 10:08,-43;29;51
09/21/2018 10:09,-43;29;0
09/21/2018 10:10,-42;30;72.1248916810278
09/21/2018 10:11,-42;30;0
09/21/2018 10:12,-42;30;0
09/21/2018 10:13,-42;31;51
09/21/2018 10:14,-41;31;51
09/21/2018 10:15,-41;32;51
09/21/2018 10:16,-41;32;0
09/21/2018 10:17,-40;32;51
09/21/2018 10:18,-40;33;51
09/21/2018 10:19,-40;33;0
09/21/2018 10:20,-39;34;72.1248916810278
09/21/2018 10:21,-39;34;0
09/21/2018 10:22,-39;34;0
09/21/2018 10:23,-38;35;72.1248916810278
09/21/2018 10:24,-38;35;0
09/21/2018 10:25,-38;35;0
09/21/2018 10:26,-37;36;72.1248916810278
09/21/2018 10:27,-37;36;0
09/21/2018 10:28,-37;37;51
09/21/2018 10:29,-36;37;51
09/21/2018 10:30,-36;37;0
09/21/2018 10:31,-35;38;72.1248916810278
09/21/2018 10:32,-35;38;0
09/21/2018 10:33,-35;38;0
09/21/2018 10:34,-34;39;72.1248916810278
09/21/2018 10:35,-34;39;0
09/21/2018 10:36,-34;39;0
09/21/2018 10:37,-33;40;72.1248916810278
09/21/2018 10:38,-33;40;0
09/21/2018 10:39,-32;40;51
09/21/2018 10:40,-32;41;51
09/21/2018 10:41,-32;41;0
09/21/2018 10:42,-31;41;51
09/21/2018 10:43,-31;42;51
09/21/2018 10:44,-30;42;51
09/21/2018 10:45,-30;42;0
09/21/2018 10:46,-30;42;0
09/21/2018 10:47,-29;43;72.1248916810278
09/21/2018 10:48,-29;43;0
09/21/2018 10:49,-28;43;51
09/21/2018 10:50,-28;44;51
09/21/2018 10:51,-27;44;51
09/21/2018 10:52,-27;44;0
09/21/2018 10:53,-27;44;0
09/21/2018 10:54,-26;45;72.1248916810278
09/21/2018 10:55,-26;45;0
09/21/2018 10:56,-25;45;51
09/21/2018 10:57,-25;45;0
09/21/2018 10:58,-24;46;72.1248916810278
09/21/2018 10:59,-24;46;0
09/21/2018 11:00,-23;46;51
09/21/2018 11:01,-23;46;0
09/21/2018 11:02,-22;47;72.1248916810278
09/21/2018 11:03,-22;47;0
09/21/2018 11:04,-22;47;0
09/21/2018 11:05,-21;47;51
09/21/2018 11:06,-21;47;0
09/21/2018 11:07,-20;48;72.1248916810278
09/21/2018 11:08,-20;48;0
09/21/2018 11:09,-19;48;51
09/21/2018 11:10,-19;48;0
09/21/2018 11:11,-18;48;51
09/21/2018 11:12,-18;48;0
09/21/2018 11:13,-17;49;72.1248916810278
09/21/2018 11:14,-17;49;0
09/21/2018 11:15,-16;49;51
09/21/2018 11:16,-16;49;0
09/21/2018 11:17,-15;49;51
09/21/2018 11:18,-15;49;0
09/21/2018 11:19,-14;50;72.1248916810278
09/21/2018 11:20,-14;50;0
09/21/2018 11:21,-13;50;51
09/21/2018 11:22,-13;50;0
09/21/2018 11:23,-12;50;51
09/21/2018 11:24,-12;50;0
09/21/2018 11:25,-11;50;51
09/21/2018 11:26,-11;50;0
09/21/2018 11:27,-10;51;72.1248916810278
09/21/2018 11:28,-10;51;0
09/21/2018 11:29,-9;51;51
09/21/2018 11:30,-9;51;0
09/21/2018 11:31,-8;51;51
09/21/2018 11:32,-8;51;0
09/21/2018 11:33,-7;51;51
09/21/2018 11:34,-7;51;0
09/21/2018 11:35,-6;51;51
09/21/2018 11:36,-6;51;0
09/21/2018 11:37,-5;51;51
09/21/2018 11:38,-5;51;0
09/21/2018 11:39,-4;51;51
09/21/2018 11:40,-4;51;0
09/21/2018 11:41,-3;51;51
09/21/2018 11:42,-3;51;0
09/21/2018 11:43,-2;51;51
09/21/2018 11:44,-2;51;0
09/21/2018 11:45,-1;51;51
09/21/2018 11:46,-1;51;0
09/21/2018 11:47,1;51;102
09/21/2018 11:48,1;51;0
09/21/2018 11:49,2;51;51
09/21/2018 11:50,2;51;0
09/21/2018 11:51,3;51;51
09/21/2018 11:52,3;51;0
09/21/2018 11:53,4;51;51
09/21/2018 11:54,4;51;0
09/21/2018 11:55,5;51;51
09/21/2018 11:56,5;51;0
09/21/2018 11:57,6;51;51
09/21/2018 11:58,6;51;0
09/21/2018 11:59,7;51;51
09/21/2018 12:00,7;51;0
09/21/2018 12:01,8;51;51
09/21/2018 12:02,8;51;0
09/21/2018 12:03,9;51;51
09/21/2018 12:04,9;51;0
09/21/2018 12:05,10;51;51
09/21/2018 12:06,10;51;0
09/21/2018 12:07,11;50;72.1248916810278
09/21/2018 12:08,11;50;0
09/21/2018 12:09,12;50;51
09/21/2018 12:10,12;50;0
09/21/2018 12:11,13;50;51
09/21/2018 12:12,13;50;0
09/21/2018 12:13,14;50;51
09/21/2018 12:14,14;50;0
09/21/2018 12:15,15;49;72.1248916810278
09/21/2018 12:16,15;49;0
09/21/2018 12:17,16;49;51
09/21/2018 12:18,16;49;0
09/21/2018 12:19,17;49;51
09/21/2018 12:20,17;49;0
09/21/2018 12:21,18;49;51
09/21/2018 12:22,18;48;51
09/21/2018 12:23,19;48;51
09/21/2018 12:24,19;48;0
09/21/2018 12:25,20;48;51
09/21/2018 12:26,20;48;0
09/21/2018 12:27,21;47;72.1248916810278
09/21/2018 12:28,21;47;0
09/21/2018 12:29,22;47;51
09/21/2018 12:30,22;47;0
09/21/2018 12:31,22;47;0
09/21/2018 12:32,23;46;72.1248916810278
09/21/2018 12:33,23;46;0
09/21/2018 12:34,24;46;51
09/21/2018 12:35,24;46;0
09/21/2018 12:36,25;45;72.1248916810278
09/21/2018 12:37,25;45;0
09/21/2018 12:38,26;45;51
09/21/2018 12:39,26;45;0
09/21/2018 12:40,26;44;51
09/21/2018 12:41,27;44;51
09/21/2018 12:42,27;44;0
09/21/2018 12:43,28;44;51
09/21/2018 12:44,28;43;51
09/21/2018 12:45,29;43;51
09/21/2018 12:46,29;43;0
09/21/2018 12:47,29;42;51
09/21/2018 12:48,30;42;51
09/21/2018 12:49,30;42;0
09/21/2018 12:50,31;42;51
09/21/2018 12:51,31;41;51
09/21/2018 12:52,32;41;51
09/21/2018 12:53,32;41;0
09/21/2018 12:54,32;40;51
09/21/2018 12:55,33;40;51
09/21/2018 12:56,33;40;0
09/21/2018 12:57,34;39;72.1248916810278
09/21/2018 12:58,34;39;0
09/21/2018 12:59,34;39;0
09/21/2018 13:00,35;38;72.1248916810278
09/21/2018 13:01,35;38;0
09/21/2018 13:02,35;38;0
09/21/2018 13:03,36;37;72.1248916810278
09/21/2018 13:04,36;37;0
09/21/2018 13:05,37;37;51
09/21/2018 13:06,37;36;51
09/21/2018 13:07,37;36;0
09/21/2018 13:08,38;35;72.1248916810278
09/21/2018 13:09,38;35;0
09/21/2018 13:10,38;35;0
09/21/2018 13:11,39;34;72.1248916810278
09/21/2018 13:12,39;34;0
09/21/2018 13:13,39;34;0
09/21/2018 13:14,40;33;72.1248916810278
09/21/2018 13:15,40;33;0
09/21/2018 13:16,40;32;51
09/21/2018 13:17,41;32;51
09/21/2018 13:18,41;32;0
09/21/2018 13:19,41;31;51
09/21/2018 13:20,42;31;51
09/21/2018 13:21,42;30;51
09/21/2018 13:22,42;30;0
09/21/2018 13:23,42;30;0
09/21/2018 13:24,43;29;72.1248916810278
09/21/2018 13:25,43;29;0
09/21/2018 13:26,43;28;51
09/21/2018 13:27,44;28;51
09/21/2018 13:28,44;27;51
09/21/2018 13:29,44;27;0
09/21/2018 13:30,44;27;0
09/21/2018 13:31,45;26;72.1248916810278
09/21/2018 13:32,45;26;0
09/21/2018 13:33,45;25;51
09/21/2018 13:34,45;25;0
09/21/2018 13:35,46;24;72.1248916810278
09/21/2018 13:36,46;24;0
09/21/2018 13:37,46;23;51
09/21/2018 13:38,46;23;0
09/21/2018 13:39,47;23;51
09/21/2018 13:40,47;22;51
09/21/2018 13:41,47;22;0
09/21/2018 13:42,47;21;51
09/21/2018 13:43,47;21;0
09/21/2018 13:44,48;20;72.1248916810278
09/21/2018 13:45,48;20;0
09/21/2018 13:46,48;19;51
09/21/2018 13:47,48;19;0
09/21/2018 13:48,48;18;51
09/21/2018 13:49,48;18;0
09/21/2018 13:50,49;17;72.1248916810278
09/21/2018 13:51,49;17;0
09/21/2018 13:52,49;16;51
09/21/2018 13:53,49;16;0
09/21/2018 13:54,49;15;51
09/21/2018 13:55,49;15;0
09/21/2018 13:56,50;14;72.1248916810278
09/21/2018 13:57,50;14;0
09/21/2018 13:58,50;13;51
09/21/2018 13:59,50;13;0
09/21/2018 14:00,50;12;51
09/21/2018 14:01,50;12;0
09/21/2018 14:02,50;11;51
09/21/2018 14:03,50;11;0
09/21/2018 14:04,51;10;72.1248916810278
09/21/2018 14:05,51;10;0
09/21/2018 14:06,51;9;51
09/21/2018 14:07,51;9;0
09/21/2018 14:08,51;8;51
09/21/2018 14:09,51;8;0
09/21/2018 14:10,51;7;51
09/21/2018 14:11,51;7;0
09/21/2018 14:12,51;6;51
09/21/2018 14:13,51;6;0
09/21/2018 14:14,51;5;51
09/21/2018 14:15,51;5;0
09/21/2018 14:16,51;4;51
09/21/2018 14:17,51;4;0
09/21/2018 14:18,51;3;51
09/21/2018 14:19,51;3;0
09/21/2018 14:20,51;2;51
09/21/2018 14:21,51;2;0
09/21/2018 14:22,51;1;51
09/21/2018 14:23,51;1;0
09/21/2018 14:24,51;-1;102
09/21/2018 14:25,51;-1;0
09/21/2018 14:26,51;-2;51
09/21/2018 14:27,51;-2;0
09/21/2018 14:28,51;-3;51
09/21/2018 14:29,51;-3;0
09/21/2018 14:30,51;-4;51
09/21/2018 14:31,51;-4;0
09/21/2018 14:32,51;-5;51
09/21/2018 14:33,51;-5;0
09/21/2018 14:34,51;-6;51
09/21/2018 14:35,51;-6;0
09/21/2018 14:36,51;-7;51
09/21/2018 14:37,51;-7;0
09/21/2018 14:38,51;-8;51
09/21/2018 14:39,51;-8;0
09/21/2018 14:40,51;-9;51
09/21/2018 14:41,51;-9;0
09/21/2018 14:42,51;-10;51
09/21/2018 14:43,51;-10;0
09/21/2018 14:44,50;-11;72.1248916810278
09/21/2018 14:45,50;-11;0
09/21/2018 14:46,50;-12;51
09/21/2018 14:47,50;-12;0
09/21/2018 14:48,50;-13;51
09/21/2018 14:49,50;-13;0
09/21/2018 14:50,50;-14;51
09/21/2018 14:51,50;-14;0
09/21/2018 14:52,49;-15;72.1248916810278
09/21/2018 14:53,49;-15;0
09/21/2018 14:54,49;-16;51
09/21/2018 14:55,49;-16;0
09/21/2018 14:56,49;-17;51
09/21/2018 14:57,49;-17;0
09/21/2018 14:58,49;-18;51
09/21/2018 14:59,48;-18;51
09/21/2018 15:00,48;-19;51
09/21/2018 15:01,48;-19;0
09/21/2018 15:02,48;-20;51
09/21/2018 15:03,48;-20;0
09/21/2018 15:04,47;-21;72.1248916810278
09/21/2018 15:05,47;-21;0
09/21/2018 15:06,47;-21;0
09/21/2018 15:07,47;-22;51
09/21/2018 15:08,47;-22;0
09/21/2018 15:09,46;-23;72.1248916810278
09/21/2018 15:10,46;-23;0
09/21/2018 15:11,46;-24;51
09/21/2018 15:12,46;-24;0
09/21/2018 15:13,45;-25;72.1248916810278
09/21/2018 15:14,45;-25;0
09/21/2018 15:15,45;-26;51
09/21/2018 15:16,45;-26;0
09/21/2018 15:17,44;-26;51
09/21/2018 15:18,44;-27;51
09/21/2018 15:19,44;-27;0
09/21/2018 15:20,44;-28;51
09/21/2018 15:21,43;-28;51
09/21/2018 15:22,43;-29;51
09/21/2018 15:23,43;-29;0
09/21/2018 15:24,42;-29;51
09/21/2018 15:25,42;-30;51
09/21/2018 15:26,42;-30;0
09/21/2018 15:27,42;-31;51
09/21/2018 15:28,41;-31;51
09/21/2018 15:29,41;-32;51
09/21/2018 15:30,41;-32;0
09/21/2018 15:31,40;-32;51
09/21/2018 15:32,40;-33;51
09/21/2018 15:33,40;-33;0
09/21/2018 15:34,39;-34;72.1248916810278
09/21/2018 15:35,39;-34;0
09/21/2018 15:36,39;-34;0
09/21/2018 15:37,38;-35;72.1248916810278
09/21/2018 15:38,38;-35;0
09/21/2018 15:39,38;-35;0
09/21/2018 15:40,37;-36;72.1248916810278
09/21/2018 15:41,37;-36;0
09/21/2018 15:42,37;-37;51
09/21/2018 15:43,36;-37;51
09/21/2018 15:44,36;-37;0
09/21/2018 15:45,36;-38;51
09/21/2018 15:46,35;-38;51
09/21/2018 15:47,35;-38;0
09/21/2018 15:48,34;-39;72.1248916810278
09/21/2018 15:49,34;-39;0
09/21/2018 15:50,34;-39;0
09/21/2018 15:51,33;-40;72.1248916810278
09/21/2018 15:52,33;-40;0
