momento,posicao
datetime,coord
T
01/14/2018 01:15:51,-0.739444572;-0.673217443;2.000
01/14/2018 01:15:52,-0.966016552;0.258480215;2.000
01/14/2018 01:15:53,-0.304437369;0.952532355;2.000
01/14/2018 01:15:54,0.637040127;0.770830641;2.000
01/14/2018 01:15:55,0.992825868;-0.11956921;2.000
01/14/2018 01:15:56,0.435812085;-0.900037681;2.000
01/14/2018 01:15:57,-0.521885319;-0.853015659;2.000
01/14/2018 01:15:58,-0.999763768;-0.021734974;2.000
01/14/2018 01:15:59,-0.558464019;0.829528746;2.000
01/14/2018 01:16:00,0.396284973;0.918127562;2.000
01/14/2018 01:16:01,0.986691389;0.162604132;2.000
01/14/2018 01:16:02,0.669938292;-0.742416787;2.000
01/14/2018 01:16:03,-0.262752981;-0.964863136;2.000
01/14/2018 01:16:04,-0.953870375;-0.300218767;2.000
01/14/2018 01:16:05,-0.768003745;0.640445351;2.000
01/14/2018 01:16:06,0.123961986;0.992286968;2.000
01/14/2018 01:16:07,0.901957639;0.431824522;2.000
01/14/2018 01:16:08,0.850697598;-0.525655398;2.000
01/14/2018 01:16:09,0.017310109;-0.999850169;2.000
01/14/2018 01:16:10,-0.831992215;-0.554787306;2.000
01/14/2018 01:16:11,-0.916364733;0.400344448;2.000
01/14/2018 01:16:12,-0.158235741;0.987401362;2.000
01/14/2018 01:16:13,0.745374461;0.666646018;2.000
01/14/2018 01:16:14,0.963690821;-0.267020601;2.000
01/14/2018 01:16:15,0.295994285;-0.955189711;2.000
01/14/2018 01:16:16,-0.643838032;-0.765161806;2.000
01/14/2018 01:16:17,-0.991728631;0.128352335;2.000
01/14/2018 01:16:18,-0.427828501;0.90385993;2.000
01/14/2018 01:16:19,0.52941518;0.848362875;2.000
01/14/2018 01:16:20,0.999916986;0.012884904;2.000
01/14/2018 01:16:21,0.551099726;-0.834439388;2.000
01/14/2018 01:16:22,-0.40439608;-0.914583955;2.000
01/14/2018 01:16:23,-0.988091996;-0.153864252;2.000
01/14/2018 01:16:24,-0.663340687;0.748317535;2.000
01/14/2018 01:16:25,0.27128299;0.962499631;2.000
01/14/2018 01:16:26,0.956490337;0.291764005;2.000
01/14/2018 01:16:27,0.762304879;-0.647218101;2.000
01/14/2018 01:16:28,-0.132740169;-0.99115087;2.000
01/14/2018 01:16:29,-0.905744518;-0.4238241;2.000
01/14/2018 01:16:30,-0.846011534;0.533164593;2.000
01/14/2018 01:16:31,-0.008459447;0.999964218;2.000
01/14/2018 01:16:32,0.836870217;0.547401352;2.000
01/14/2018 01:16:33,0.912785263;-0.408439792;2.000
01/14/2018 01:16:34,0.149489748;-0.988763276;2.000
01/14/2018 01:16:35,-0.751245952;-0.660022363;2.000
01/14/2018 01:16:36,-0.961289588;0.275540066;2.000
01/14/2018 01:16:37,-0.28752801;0.957772229;2.000
01/14/2018 01:16:38,0.650585494;0.759433022;2.000
01/14/2018 01:16:39,0.990553696;-0.137125404;2.000
01/14/2018 01:16:40,0.419811397;-0.907611365;2.000
01/14/2018 01:16:41,-0.536903563;-0.843643624;2.000
01/14/2018 01:16:42,-0.999991864;-0.004033825;2.000
01/14/2018 01:16:43,-0.543692257;0.839284654;2.000
01/14/2018 01:16:44,0.412475504;0.910968692;2.000
01/14/2018 01:16:45,0.989415189;0.145112316;2.000
01/14/2018 01:16:46,0.656691112;-0.754159654;2.000
01/14/2018 01:16:47,-0.279791745;-0.960060717;2.000
01/14/2018 01:16:48,-0.959035362;-0.283286384;2.000
01/14/2018 01:16:49,-0.75654629;0.653940144;2.000
01/14/2018 01:16:50,0.141507952;0.989937119;2.000
01/14/2018 01:16:51,0.909460435;0.415790472;2.000
01/14/2018 01:16:52,0.841259188;-0.540632017;2.000
01/14/2018 01:16:53,-0.000391877;-0.999999923;2.000
01/14/2018 01:16:54,-0.841682652;-0.539972512;2.000
01/14/2018 01:16:55,-0.909134279;0.416503137;2.000
01/14/2018 01:16:56,-0.140732042;0.990047722;2.000
01/14/2018 01:16:57,0.757058585;0.653346997;2.000
01/14/2018 01:16:58,0.95881304;-0.284037944;2.000
01/14/2018 01:16:59,0.279039208;-0.960279709;2.000
01/14/2018 01:17:00,-0.657281985;-0.753644739;2.000
01/14/2018 01:17:01,-0.989301153;0.145887729;2.000
01/14/2018 01:17:02,-0.411761403;0.911291692;2.000
01/14/2018 01:17:03,0.544349882;0.838858276;2.000
01/14/2018 01:17:04,0.999988395;-0.00481757;2.000
01/14/2018 01:17:05,0.53624219;-0.844064164;2.000
01/14/2018 01:17:06,-0.420522612;-0.907282058;2.000
01/14/2018 01:17:07,-0.990660864;-0.136349012;2.000
01/14/2018 01:17:08,-0.649990086;0.759942687;2.000
01/14/2018 01:17:09,0.288278579;0.957546584;2.000
01/14/2018 01:17:10,0.961505248;0.274786568;2.000
01/14/2018 01:17:11,0.750728426;-0.660610952;2.000
01/14/2018 01:17:12,-0.150264648;-0.988645809;2.000
01/14/2018 01:17:13,-0.913105098;-0.407724269;2.000
01/14/2018 01:17:14,-0.836440932;0.548057084;2.000
01/14/2018 01:17:15,0.00924317;0.999957281;2.000
01/14/2018 01:17:16,0.846429144;0.532501365;2.000
01/14/2018 01:17:17,0.905412067;-0.42453385;2.000
01/14/2018 01:17:18,0.131963311;-0.991254601;2.000
01/14/2018 01:17:19,-0.762811904;-0.646620444;2.000
01/14/2018 01:17:20,-0.956261373;0.292513568;2.000
01/14/2018 01:17:21,-0.270528545;0.962711954;2.000
01/14/2018 01:17:22,0.663926979;0.74779741;2.000
01/14/2018 01:17:23,0.987971101;-0.154638625;2.000
01/14/2018 01:17:24,0.403679148;-0.91490062;2.000
01/14/2018 01:17:25,-0.551753552;-0.834007205;2.000
01/14/2018 01:17:26,-0.99990658;0.013668588;2.000
01/14/2018 01:17:27,-0.528750111;0.848777545;2.000
01/14/2018 01:17:28,0.428536772;0.903524341;2.000
01/14/2018 01:17:29,0.991828923;0.127575025;2.000
01/14/2018 01:17:30,0.643238136;-0.765666181;2.000
01/14/2018 01:17:31,-0.296742827;-0.954957431;2.000
01/14/2018 01:17:32,-0.963899803;-0.266265223;2.000
01/14/2018 01:17:33,-0.744851746;0.667230003;2.000
01/14/2018 01:17:34,0.159009572;0.987277041;2.000
01/14/2018 01:17:35,0.916678222;0.399626121;2.000
01/14/2018 01:17:36,0.831557143;-0.555439212;2.000
01/14/2018 01:17:37,-0.018093739;-0.999836295;2.000
01/14/2018 01:17:38,-0.851109321;-0.524988499;2.000
01/14/2018 01:17:39,-0.901618918;0.432531301;2.000
01/14/2018 01:17:40,-0.12318424;0.992383818;2.000
01/14/2018 01:17:41,0.76850546;0.639843229;2.000
01/14/2018 01:17:42,0.953634784;-0.300966274;2.000
01/14/2018 01:17:43,0.261996686;-0.965068773;2.000
01/14/2018 01:17:44,-0.670519957;-0.741891493;2.000
01/14/2018 01:17:45,-0.986563644;0.163377405;2.000
01/14/2018 01:17:46,-0.395565266;0.918437869;2.000
01/14/2018 01:17:47,0.559113993;0.829090793;2.000
01/14/2018 01:17:48,0.999746426;-0.022518535;2.000
01/14/2018 01:17:49,0.521216605;-0.853424426;2.000
01/14/2018 01:17:50,-0.436517358;-0.899695835;2.000
01/14/2018 01:17:51,-0.992919276;-0.118791043;2.000
01/14/2018 01:17:52,-0.63643579;0.771329686;2.000
01/14/2018 01:17:53,0.305183826;0.952293459;2.000
01/14/2018 01:17:54,0.96621884;0.257723017;2.000
01/14/2018 01:17:55,0.738916708;-0.673796778;2.000
01/14/2018 01:17:56,-0.167742037;-0.985830923;2.000
01/14/2018 01:17:57,-0.920179527;-0.391496664;2.000
01/14/2018 01:17:58,-0.826608204;0.562777823;2.000
01/14/2018 01:17:59,0.02694289;0.999636974;2.000
01/14/2018 01:18:00,0.855722815;0.517434502;2.000
01/14/2018 01:18:01,0.89775513;-0.440494866;2.000
01/14/2018 01:18:02,0.114395519;-0.993435285;2.000
01/14/2018 01:18:03,-0.774138805;-0.633015885;2.000
01/14/2018 01:18:04,-0.950933481;0.3093954;2.000
01/14/2018 01:18:05,-0.2534443;0.967349981;2.000
01/14/2018 01:18:06,0.677060402;0.735927451;2.000
01/14/2018 01:18:07,0.985078893;-0.172103384;2.000
01/14/2018 01:18:08,0.387420393;-0.921903161;2.000
01/14/2018 01:18:09,-0.56643063;-0.824109423;2.000
01/14/2018 01:18:10,-0.999507943;0.031366718;2.000
01/14/2018 01:18:11,-0.513642264;0.858004444;2.000
01/14/2018 01:18:12,0.444463745;0.895796841;2.000
01/14/2018 01:18:13,0.993931836;0.109997754;2.000
01/14/2018 01:18:14,0.629583581;-0.776932761;2.000
01/14/2018 01:18:15,-0.313600915;-0.949554878;2.000
01/14/2018 01:18:16,-0.968462176;-0.249160619;2.000
01/14/2018 01:18:17,-0.732923778;0.680310763;2.000
01/14/2018 01:18:18,0.176461361;0.984307568;2.000
01/14/2018 01:18:19,0.923608739;0.383336534;2.000
01/14/2018 01:18:20,0.821594502;-0.570072342;2.000
01/14/2018 01:18:21,-0.035789931;-0.999359335;2.000
01/14/2018 01:18:22,-0.860269266;-0.509839965;2.000
01/14/2018 01:18:23,-0.893821005;0.448423918;2.000
01/14/2018 01:18:24,-0.105597834;0.994408919;2.000
01/14/2018 01:18:25,0.779711499;0.626138945;2.000
01/14/2018 01:18:26,0.948157676;-0.317800287;2.000
01/14/2018 01:18:27,0.244872058;-0.969555401;2.000
01/14/2018 01:18:28,-0.6835478;-0.729905751;2.000
01/14/2018 01:18:29,-0.983516963;0.18081588;2.000
01/14/2018 01:18:30,-0.379245166;0.925296225;2.000
01/14/2018 01:18:31,0.573702888;0.819063487;2.000
01/14/2018 01:18:32,0.999191153;-0.040212443;2.000
01/14/2018 01:18:33,0.50602768;-0.862517239;2.000
01/14/2018 01:18:34,-0.452375308;-0.891827663;2.000
01/14/2018 01:18:35,-0.994866524;-0.101195847;2.000
01/14/2018 01:18:36,-0.622682046;0.782474964;2.000
01/14/2018 01:18:37,0.321993434;0.946741902;2.000
01/14/2018 01:18:38,0.970629635;0.240578701;2.000
01/14/2018 01:18:39,0.726873426;-0.686771448;2.000
01/14/2018 01:18:40,-0.185166859;-0.982707095;2.000
01/14/2018 01:18:41,-0.926965588;-0.37514637;2.000
01/14/2018 01:18:42,-0.81651643;0.577322197;2.000
01/14/2018 01:18:43,0.044634168;0.999003399;2.000
01/14/2018 01:18:44,0.864748318;0.502205483;2.000
01/14/2018 01:18:45,0.889816852;-0.456317838;2.000
01/14/2018 01:18:46,0.096791877;-0.995304643;2.000
01/14/2018 01:18:47,-0.785223104;-0.61921295;2.000
01/14/2018 01:18:48,-0.945307584;0.326180274;2.000
01/14/2018 01:18:49,-0.236280631;0.971684858;2.000
01/14/2018 01:18:50,0.689981645;0.723826865;2.000
01/14/2018 01:18:51,0.981877978;-0.18951421;2.000
01/14/2018 01:18:52,0.371040227;-0.928616794;2.000
01/14/2018 01:18:53,-0.580930198;-0.81395338;2.000
01/14/2018 01:18:54,-0.998796078;0.049055018;2.000
01/14/2018 01:18:55,-0.49837345;0.866962459;2.000
01/14/2018 01:18:56,0.46025143;0.887788613;2.000
01/14/2018 01:18:57,0.995723267;0.092386011;2.000
01/14/2018 01:18:58,0.615731725;-0.787955863;2.000
01/14/2018 01:18:59,-0.330360726;-0.943854751;2.000
01/14/2018 01:19:00,-0.972721049;-0.231977933;2.000
01/14/2018 01:19:01,-0.720766125;0.693178327;2.000
01/14/2018 01:19:02,0.193857849;0.98102963;2.000
01/14/2018 01:19:03,0.930249812;0.366926816;2.000
01/14/2018 01:19:04,0.811374387;-0.584526821;2.000
01/14/2018 01:19:05,-0.053474907;-0.998569194;2.000
01/14/2018 01:19:06,-0.869159618;-0.494531655;2.000
01/14/2018 01:19:07,-0.885742985;0.464176006;2.000
01/14/2018 01:19:08,-0.087978336;0.996122388;2.000
01/14/2018 01:19:09,0.790673189;0.61223844;2.000
01/14/2018 01:19:10,0.942383431;-0.334534706;2.000
01/14/2018 01:19:11,0.227670692;-0.973738187;2.000
01/14/2018 01:19:12,-0.696361431;-0.717691269;2.000
01/14/2018 01:19:13,-0.980162066;0.198197692;2.000
01/14/2018 01:19:14,-0.362806217;0.931864609;2.000
01/14/2018 01:19:15,0.588111994;0.808779502;2.000
01/14/2018 01:19:16,0.99832275;-0.057893749;2.000
01/14/2018 01:19:17,0.490680174;-0.871339754;2.000
01/14/2018 01:19:18,-0.468091491;-0.883680007;2.000
01/14/2018 01:19:19,-0.996501998;-0.083568937;2.000
01/14/2018 01:19:20,-0.608733164;0.793375028;2.000
01/14/2018 01:19:21,0.338702135;0.940893652;2.000
01/14/2018 01:19:22,0.974736252;0.223358991;2.000
01/14/2018 01:19:23,0.714602355;-0.699530896;2.000
01/14/2018 01:19:24,-0.202533652;-0.979275303;2.000
01/14/2018 01:19:25,-0.933461153;-0.358678513;2.000
01/14/2018 01:19:26,-0.806168775;0.591685648;2.000
01/14/2018 01:19:27,0.062311457;0.998056753;2.000
01/14/2018 01:19:28,0.873502823;0.486819082;2.000
01/14/2018 01:19:29,0.881599722;-0.471997808;2.000
01/14/2018 01:19:30,0.079157902;-0.99686209;2.000
01/14/2018 01:19:31,-0.796061328;-0.605215964;2.000
01/14/2018 01:19:32,-0.939385444;0.342862929;2.000
01/14/2018 01:19:33,-0.219042915;0.975715226;2.000
01/14/2018 01:19:34,0.70268666;0.711499444;2.000
01/14/2018 01:19:35,0.97836936;-0.206865645;2.000
01/14/2018 01:19:36,0.354543783;-0.935039414;2.000
01/14/2018 01:19:37,-0.595247713;-0.803542258;2.000
01/14/2018 01:19:38,-0.997771207;0.066727945;2.000
01/14/2018 01:19:39,-0.482948455;0.875648782;2.000
01/14/2018 01:19:40,0.47589488;0.879502168;2.000
01/14/2018 01:19:41,0.997202656;0.074745316;2.000
01/14/2018 01:19:42,0.601686909;-0.798732035;2.000
01/14/2018 01:19:43,-0.347017007;-0.937858836;2.000
01/14/2018 01:19:44,-0.976675088;-0.214722549;2.000
01/14/2018 01:19:45,-0.708382597;0.705828659;2.000
01/14/2018 01:19:46,0.211193587;0.977444254;2.000
01/14/2018 01:19:47,0.936599361;0.350402109;2.000
01/14/2018 01:19:48,0.800900002;-0.598798119;2.000
01/14/2018 01:19:49,-0.071143125;-0.997466118;2.000
01/14/2018 01:19:50,-0.877777591;-0.479068368;2.000
01/14/2018 01:19:51,-0.877387388;0.47978263;2.000
01/14/2018 01:19:52,-0.070331266;0.99752369;2.000
01/14/2018 01:19:53,0.801387097;0.59814607;2.000
01/14/2018 01:19:54,0.936313859;-0.351164289;2.000
01/14/2018 01:19:55,0.210397977;-0.97761582;2.000
01/14/2018 01:19:56,-0.708956834;-0.705251875;2.000
01/14/2018 01:19:57,-0.976500002;0.215517391;2.000
01/14/2018 01:19:58,-0.346253571;0.938140962;2.000
01/14/2018 01:19:59,0.602336796;0.798242059;2.000
01/14/2018 01:20:00,0.997141491;-0.075556912;2.000
01/14/2018 01:20:01,0.475178898;-0.879889206;2.000
01/14/2018 01:20:02,-0.483660983;-0.875255422;2.000
01/14/2018 01:20:03,-0.997825186;-0.065915839;2.000
01/14/2018 01:20:04,-0.594593515;0.804026462;2.000
01/14/2018 01:20:05,0.355304692;0.934750542;2.000
01/14/2018 01:20:06,0.978537403;0.206069284;2.000
01/14/2018 01:20:07,0.702107339;-0.712071123;2.000
01/14/2018 01:20:08,-0.219836975;-0.975536624;2.000
01/14/2018 01:20:09,-0.939664188;-0.342098252;2.000
01/14/2018 01:20:10,-0.79556848;0.605863675;2.000
01/14/2018 01:20:11,0.079969219;0.996797333;2.000
01/14/2018 01:20:12,0.881983587;0.47128012;2.000
01/14/2018 01:20:13,0.873106313;-0.487529862;2.000
01/14/2018 01:20:14,0.061499121;-0.998107138;2.000
01/14/2018 01:20:15,-0.806650079;-0.591029314;2.000
01/14/2018 01:20:16,-0.933168916;0.359438136;2.000
01/14/2018 01:20:17,-0.201736555;0.979439821;2.000
01/14/2018 01:20:18,0.715171464;0.698949051;2.000
01/14/2018 01:20:19,0.974554138;-0.224152252;2.000
01/14/2018 01:20:20,0.337936231;-0.941169009;2.000
01/14/2018 01:20:21,-0.609378688;-0.792879319;2.000
01/14/2018 01:20:22,-0.996433652;0.08437996;2.000
01/14/2018 01:20:23,-0.467372112;0.884060693;2.000
01/14/2018 01:20:24,0.491389193;0.870940102;2.000
01/14/2018 01:20:25,0.998369539;0.057081198;2.000
01/14/2018 01:20:26,0.587453536;-0.809257897;2.000
01/14/2018 01:20:27,-0.363564539;-0.931569013;2.000
01/14/2018 01:20:28,-0.980323054;-0.197399875;2.000
01/14/2018 01:20:29,-0.695777073;0.718257798;2.000
01/14/2018 01:20:30,0.228463139;0.973552564;2.000
01/14/2018 01:20:31,0.942655395;0.333767592;2.000
01/14/2018 01:20:32,0.790174628;-0.612881764;2.000
01/14/2018 01:20:33,-0.088789048;-0.996050453;2.000
01/14/2018 01:20:34,-0.886120483;-0.463454949;2.000
01/14/2018 01:20:35,-0.868756832;0.495238898;2.000
01/14/2018 01:20:36,-0.052662157;0.998612386;2.000
01/14/2018 01:20:37,0.811849863;0.583866251;2.000
01/14/2018 01:20:38,0.929950863;-0.367683822;2.000
01/14/2018 01:20:39,0.193059328;-0.981187085;2.000
01/14/2018 01:20:40,-0.721330063;-0.692591467;2.000
01/14/2018 01:20:41,-0.97253192;0.232769552;2.000
01/14/2018 01:20:42,-0.329592415;0.944123318;2.000
01/14/2018 01:20:43,0.616372836;0.78745446;2.000
01/14/2018 01:20:44,0.995647745;-0.093196397;2.000
01/14/2018 01:20:45,0.459528708;-0.888162917;2.000
01/14/2018 01:20:46,-0.499078903;-0.866556546;2.000
01/14/2018 01:20:47,-0.998835673;-0.048242084;2.000
01/14/2018 01:20:48,-0.580267531;0.814425928;2.000
01/14/2018 01:20:49,0.371795903;0.928314498;2.000
01/14/2018 01:20:50,0.982031898;0.188714999;2.000
01/14/2018 01:20:51,0.689392295;-0.724388199;2.000
01/14/2018 01:20:52,-0.237071405;-0.971492228;2.000
01/14/2018 01:20:53,-0.945572748;-0.325410783;2.000
01/14/2018 01:20:54,-0.784718868;0.619851836;2.000
01/14/2018 01:20:55,0.097601921;0.995225535;2.000
01/14/2018 01:20:56,0.890187954;0.455593467;2.000
01/14/2018 01:20:57,0.864339287;-0.502909133;2.000
01/14/2018 01:20:58,0.043821066;-0.999039396;2.000
01/14/2018 01:20:59,-0.816986041;-0.576657445;2.000
01/14/2018 01:21:00,-0.92665995;0.375900701;2.000
01/14/2018 01:21:01,-0.184366975;0.982857476;2.000
01/14/2018 01:21:02,0.727432147;0.68617962;2.000
01/14/2018 01:21:03,0.970433507;-0.241368614;2.000
01/14/2018 01:21:04,0.321222776;-0.947003658;2.000
01/14/2018 01:21:05,-0.623318694;-0.781967906;2.000
01/14/2018 01:21:06,-0.994783831;0.102005532;2.000
01/14/2018 01:21:07,-0.451649302;0.892195555;2.000
01/14/2018 01:21:08,0.506729513;0.862105099;2.000
01/14/2018 01:21:09,0.99922355;0.039399191;2.000
01/14/2018 01:21:10,0.573036064;-0.819530151;2.000
01/14/2018 01:21:11,-0.379998137;-0.924987252;2.000
01/14/2018 01:21:12,-0.983663803;-0.180015339;2.000
01/14/2018 01:21:13,-0.682953505;0.730461847;2.000
01/14/2018 01:21:14,0.245661096;0.969355779;2.000
01/14/2018 01:21:15,0.948416018;0.317028478;2.000
01/14/2018 01:21:16,0.779201628;-0.626773343;2.000
01/14/2018 01:21:17,-0.106407146;-0.994322643;2.000
01/14/2018 01:21:18,-0.89418568;-0.447696291;2.000
01/14/2018 01:21:19,-0.859854024;0.510539967;2.000
01/14/2018 01:21:20,-0.034976543;0.999388134;2.000
01/14/2018 01:21:21,0.82205821;0.569403459;2.000
01/14/2018 01:21:22,0.923296436;-0.38408813;2.000
01/14/2018 01:21:23,0.175660177;-0.984450863;2.000
01/14/2018 01:21:24,-0.733477239;-0.679714013;2.000
01/14/2018 01:21:25,-0.968259064;0.249948766;2.000
01/14/2018 01:21:26,-0.312827971;0.949809802;2.000
01/14/2018 01:21:27,0.630215716;0.776420087;2.000
01/14/2018 01:21:28,0.99384198;-0.110806676;2.000
01/14/2018 01:21:29,0.443734511;-0.896158292;2.000
01/14/2018 01:21:30,-0.514340421;-0.857586107;2.000
01/14/2018 01:21:31,-0.999533142;-0.030553211;2.000
01/14/2018 01:21:32,-0.565759701;0.824570167;2.000
01/14/2018 01:21:33,0.388170599;0.921587536;2.000
01/14/2018 01:21:34,0.985218641;0.171301574;2.000
01/14/2018 01:21:35,0.676461208;-0.736478265;2.000
01/14/2018 01:21:36,-0.25423154;-0.967143383;2.000
01/14/2018 01:21:37,-0.951184983;-0.308621336;2.000
01/14/2018 01:21:38,-0.773623339;0.633645745;2.000
01/14/2018 01:21:39,0.115204035;0.99334185;2.000
01/14/2018 01:21:40,0.89811335;0.439764039;2.000
01/14/2018 01:21:41,0.855301393;-0.518130801;2.000
01/14/2018 01:21:42,0.02612928;-0.999658572;2.000
01/14/2018 01:21:43,-0.827065973;-0.562104862;2.000
01/14/2018 01:21:44,-0.919860584;0.392245466;2.000
01/14/2018 01:21:45,-0.166939616;0.985967121;2.000
01/14/2018 01:21:46,0.739464865;0.673195153;2.000
01/14/2018 01:21:47,0.96600876;-0.258509335;2.000
01/14/2018 01:21:48,0.304408656;-0.952541532;2.000
01/14/2018 01:21:49,-0.637063362;-0.770811438;2.000
01/14/2018 01:21:50,-0.992822263;0.119599138;2.000
01/14/2018 01:21:51,-0.435784954;0.900050817;2.000
01/14/2018 01:21:52,0.521911032;0.852999926;2.000
01/14/2018 01:21:53,0.999764422;0.021704837;2.000
01/14/2018 01:21:54,0.558439013;-0.82954558;2.000
01/14/2018 01:21:55,-0.396312649;-0.918115616;2.000
01/14/2018 01:21:56,-0.98669629;-0.162574389;2.000
01/14/2018 01:21:57,-0.669915912;0.742436981;2.000
01/14/2018 01:21:58,0.262782066;0.964855215;2.000
01/14/2018 01:21:59,0.953879424;0.300190013;2.000
01/14/2018 01:22:00,0.767984439;-0.640468502;2.000
01/14/2018 01:22:01,-0.123991898;-0.99228323;2.000
01/14/2018 01:22:02,-0.901970655;-0.431797333;2.000
01/14/2018 01:22:03,-0.850681752;0.525681041;2.000
01/14/2018 01:22:04,-0.017279969;0.99985069;2.000
01/14/2018 01:22:05,0.832008938;0.554762226;2.000
01/14/2018 01:22:06,0.916352664;-0.400372071;2.000
01/14/2018 01:22:07,0.158205977;-0.987406132;2.000
01/14/2018 01:22:08,-0.745394556;-0.666623549;2.000
01/14/2018 01:22:09,-0.963682772;0.26704965;2.000
01/14/2018 01:22:10,-0.295965491;0.955198633;2.000
01/14/2018 01:22:11,0.643861097;0.765142397;2.000
01/14/2018 01:22:12,0.991724762;-0.12838223;2.000
01/14/2018 01:22:13,0.427801254;-0.903872827;2.000
01/14/2018 01:22:14,-0.529440753;-0.848346915;2.000
01/14/2018 01:22:15,-0.999917374;-0.012854762;2.000
01/14/2018 01:22:16,-0.551074572;0.834456;2.000
01/14/2018 01:22:17,0.40442365;0.914571764;2.000
01/14/2018 01:22:18,0.988096633;0.153834466;2.000
01/14/2018 01:22:19,0.663318129;-0.74833753;2.000
01/14/2018 01:22:20,-0.271312004;-0.962491453;2.000
01/14/2018 01:22:21,-0.956499132;-0.291735172;2.000
01/14/2018 01:22:22,-0.762285369;0.64724108;2.000
01/14/2018 01:22:23,0.132770047;0.991146868;2.000
01/14/2018 01:22:24,0.905757294;0.423796797;2.000
01/14/2018 01:22:25,0.845995462;-0.533190096;2.000
01/14/2018 01:22:26,0.008429304;-0.999964473;2.000
01/14/2018 01:22:27,-0.836886717;-0.547376125;2.000
01/14/2018 01:22:28,-0.91277295;0.408467307;2.000
01/14/2018 01:22:29,-0.149459942;0.988767781;2.000
01/14/2018 01:22:30,0.751265847;0.659999717;2.000
01/14/2018 01:22:31,0.961281282;-0.275569043;2.000
01/14/2018 01:22:32,0.287499139;-0.957780896;2.000
01/14/2018 01:22:33,-0.650608386;-0.75941341;2.000
01/14/2018 01:22:34,-0.990549562;0.137155263;2.000
01/14/2018 01:22:35,-0.419784038;0.90762402;2.000
01/14/2018 01:22:36,0.536928994;0.843627439;2.000
01/14/2018 01:22:37,0.999991985;0.004003681;2.000
01/14/2018 01:22:38,0.543666957;-0.839301043;2.000
01/14/2018 01:22:39,-0.412502965;-0.910956258;2.000
01/14/2018 01:22:40,-0.989419563;-0.145082491;2.000
01/14/2018 01:22:41,-0.656668378;0.754179449;2.000
01/14/2018 01:22:42,0.279820685;0.960052282;2.000
01/14/2018 01:22:43,0.959043901;0.283257474;2.000
01/14/2018 01:22:44,0.756526577;-0.653962949;2.000
01/14/2018 01:22:45,-0.141537793;-0.989932853;2.000
01/14/2018 01:22:46,-0.909472969;-0.415763057;2.000
01/14/2018 01:22:47,-0.841242891;0.540657376;2.000
01/14/2018 01:22:48,0.000422021;0.999999911;2.000
01/14/2018 01:22:49,0.841698929;0.539947139;2.000
01/14/2018 01:22:50,0.909121723;-0.416530542;2.000
01/14/2018 01:22:51,0.140702198;-0.990051964;2.000
01/14/2018 01:22:52,-0.757078279;-0.653324176;2.000
01/14/2018 01:22:53,-0.958804478;0.284066846;2.000
01/14/2018 01:22:54,-0.279010261;0.96028812;2.000
01/14/2018 01:22:55,0.657304703;0.753624925;2.000
01/14/2018 01:22:56,0.989296754;-0.145917551;2.000
01/14/2018 01:22:57,0.411733932;-0.911304103;2.000
01/14/2018 01:22:58,-0.544375168;-0.838841866;2.000
01/14/2018 01:22:59,-0.99998825;0.004847714;2.000
01/14/2018 01:23:00,-0.536216746;0.844080329;2.000
01/14/2018 01:23:01,0.420549961;0.907269381;2.000
01/14/2018 01:23:02,0.990664973;0.136319149;2.000
01/14/2018 01:23:03,0.649967178;-0.75996228;2.000
01/14/2018 01:23:04,-0.288307443;-0.957537894;2.000
01/14/2018 01:23:05,-0.961513531;-0.274757584;2.000
01/14/2018 01:23:06,-0.750708512;0.660633582;2.000
01/14/2018 01:23:07,0.15029445;0.988641279;2.000
01/14/2018 01:23:08,0.913117389;0.407696743;2.000
01/14/2018 01:23:09,0.836424411;-0.548082298;2.000
01/14/2018 01:23:10,-0.009273313;-0.999957002;2.000
01/14/2018 01:23:11,-0.846445196;-0.53247585;2.000
01/14/2018 01:23:12,-0.905399269;0.424561143;2.000
01/14/2018 01:23:13,-0.13193343;0.991258579;2.000
01/14/2018 01:23:14,0.762831396;0.646597449;2.000
01/14/2018 01:23:15,0.956252555;-0.292542393;2.000
01/14/2018 01:23:16,0.270499524;-0.962720109;2.000
01/14/2018 01:23:17,-0.663949521;-0.747777396;2.000
01/14/2018 01:23:18,-0.987966439;0.154668406;2.000
01/14/2018 01:23:19,-0.403651569;0.914912789;2.000
01/14/2018 01:23:20,0.551778692;0.833990573;2.000
01/14/2018 01:23:21,0.999906168;-0.01369873;2.000
01/14/2018 01:23:22,0.528724525;-0.848793483;2.000
01/14/2018 01:23:23,-0.428564008;-0.903511423;2.000
01/14/2018 01:23:24,-0.991832768;-0.127545127;2.000
01/14/2018 01:23:25,-0.643215055;0.76568557;2.000
01/14/2018 01:23:26,0.296771613;0.954948485;2.000
01/14/2018 01:23:27,0.963907829;0.266236167;2.000
01/14/2018 01:23:28,0.744831632;-0.667252456;2.000
01/14/2018 01:23:29,-0.159039333;-0.987272248;2.000
01/14/2018 01:23:30,-0.916690268;-0.399598488;2.000
01/14/2018 01:23:31,-0.831540399;0.555464278;2.000
01/14/2018 01:23:32,0.018123878;0.999835749;2.000
01/14/2018 01:23:33,0.851125146;0.524962843;2.000
01/14/2018 01:23:34,0.901605879;-0.43255848;2.000
01/14/2018 01:23:35,0.123154325;-0.992387531;2.000
01/14/2018 01:23:36,-0.768524747;-0.639820063;2.000
